,Junction,Date,Hour,Vehicles,hour_of_the_day,day_of_the_week,month,PreviousHourVehicles,IsWeekend
10885,1,2017-02-02,13,3.142609490744822,13,4,1,3.865506390370906,False
10886,1,2017-02-02,14,3.1908026173865607,14,4,1,3.142609490744822,False
10887,1,2017-02-02,15,3.2389957440283,15,4,1,3.1908026173865607,False
10888,1,2017-02-02,16,2.9498369841778658,16,4,1,3.2389957440283,False
10889,1,2017-02-02,17,2.998030110819605,17,4,1,2.9498369841778658,False
10890,1,2017-02-02,18,3.4317682505952556,18,4,1,2.998030110819605,False
10891,1,2017-02-02,19,3.383575123953517,19,4,1,3.4317682505952556,False
10892,1,2017-02-02,20,3.2871888706700387,20,4,1,3.383575123953517,False
10893,1,2017-02-02,21,3.142609490744822,21,4,1,3.2871888706700387,False
10894,1,2017-02-02,22,3.2389957440283,22,4,1,3.142609490744822,False
10895,1,2017-02-02,23,2.901643857536127,23,4,1,3.2389957440283,False
10896,1,2017-02-03,0,2.2751332111935203,0,5,1,2.901643857536127,False
10897,1,2017-02-03,1,1.5040431849256972,1,5,1,2.2751332111935203,False
10898,1,2017-02-03,2,1.3112706783587413,2,5,1,1.5040431849256972,False
10899,1,2017-02-03,3,1.1666912984335245,3,5,1,1.3112706783587413,False
10900,1,2017-02-03,4,0.9739187918665685,4,5,1,1.1666912984335245,False
10901,1,2017-02-03,5,0.7811462852996127,5,5,1,0.9739187918665685,False
10902,1,2017-02-03,6,1.0703050451500464,6,5,1,0.7811462852996127,False
10903,1,2017-02-03,7,1.3594638050004804,7,5,1,1.0703050451500464,False
10904,1,2017-02-03,8,1.4558500582839582,8,5,1,1.3594638050004804,False
10905,1,2017-02-03,9,1.745008818134392,9,5,1,1.4558500582839582,False
10906,1,2017-02-03,10,2.2269400845517815,10,5,1,1.745008818134392,False
10907,1,2017-02-03,11,2.853450730894388,11,5,1,2.2269400845517815,False
10908,1,2017-02-03,12,2.853450730894388,12,5,1,2.853450730894388,False
10909,1,2017-02-03,13,2.3715194644769984,13,5,1,2.853450730894388,False
10910,1,2017-02-03,14,2.516098844402215,14,5,1,2.3715194644769984,False
10911,1,2017-02-03,15,2.660678224327432,15,5,1,2.516098844402215,False
10912,1,2017-02-03,16,2.516098844402215,16,5,1,2.660678224327432,False
10913,1,2017-02-03,17,2.419712591118737,17,5,1,2.516098844402215,False
10914,1,2017-02-03,18,2.516098844402215,18,5,1,2.419712591118737,False
10915,1,2017-02-03,19,3.1908026173865607,19,5,1,2.516098844402215,False
10916,1,2017-02-03,20,3.046223237461344,20,5,1,3.1908026173865607,False
10917,1,2017-02-03,21,2.75706447761091,21,5,1,3.046223237461344,False
10918,1,2017-02-03,22,2.7088713509691713,22,5,1,2.75706447761091,False
10919,1,2017-02-03,23,2.4679057177604764,23,5,1,2.7088713509691713,False
10920,1,2017-02-04,0,1.5040431849256972,0,6,1,2.4679057177604764,True
10921,1,2017-02-04,1,1.2148844250752633,1,6,1,1.5040431849256972,True
10922,1,2017-02-04,2,0.6847600320161348,2,6,1,1.2148844250752633,True
10923,1,2017-02-04,3,0.5401806520909178,3,6,1,0.6847600320161348,True
10924,1,2017-02-04,4,0.39560127216570096,4,6,1,0.5401806520909178,True
10925,1,2017-02-04,5,0.20282876559874508,5,6,1,0.39560127216570096,True
10926,1,2017-02-04,6,0.299215018882223,6,6,1,0.20282876559874508,True
10927,1,2017-02-04,7,0.4919875254491789,7,6,1,0.299215018882223,True
10928,1,2017-02-04,8,0.5401806520909178,8,6,1,0.4919875254491789,True
10929,1,2017-02-04,9,1.0703050451500464,9,6,1,0.5401806520909178,True
10930,1,2017-02-04,10,1.4076569316422192,10,6,1,1.0703050451500464,True
10931,1,2017-02-04,11,1.5040431849256972,11,6,1,1.4076569316422192,True
10932,1,2017-02-04,12,1.6004294382091748,12,6,1,1.5040431849256972,True
10933,1,2017-02-04,13,1.3112706783587413,13,6,1,1.6004294382091748,True
10934,1,2017-02-04,14,1.3594638050004804,14,6,1,1.3112706783587413,True
10935,1,2017-02-04,15,1.3112706783587413,15,6,1,1.3594638050004804,True
10936,1,2017-02-04,16,1.3594638050004804,16,6,1,1.3112706783587413,True
10937,1,2017-02-04,17,1.6486225648509139,17,6,1,1.3594638050004804,True
10938,1,2017-02-04,18,2.3233263378352595,18,6,1,1.6486225648509139,True
10939,1,2017-02-04,19,2.2751332111935203,19,6,1,2.3233263378352595,True
10940,1,2017-02-04,20,2.1787469579100427,20,6,1,2.2751332111935203,True
10941,1,2017-02-04,21,2.1305538312683034,21,6,1,2.1787469579100427,True
10942,1,2017-02-04,22,2.3715194644769984,22,6,1,2.1305538312683034,True
10943,1,2017-02-04,23,2.2269400845517815,23,6,1,2.3715194644769984,True
10944,1,2017-02-05,0,2.3715194644769984,0,0,1,2.2269400845517815,False
10945,1,2017-02-05,1,1.745008818134392,1,0,1,2.3715194644769984,False
10946,1,2017-02-05,2,1.3594638050004804,2,0,1,1.745008818134392,False
10947,1,2017-02-05,3,1.0703050451500464,3,0,1,1.3594638050004804,False
10948,1,2017-02-05,4,0.6365669053743958,4,0,1,1.0703050451500464,False
10949,1,2017-02-05,5,0.6847600320161348,5,0,1,0.6365669053743958,False
10950,1,2017-02-05,6,1.1184981717917855,6,0,1,0.6847600320161348,False
10951,1,2017-02-05,7,1.2148844250752633,7,0,1,1.1184981717917855,False
10952,1,2017-02-05,8,1.4558500582839582,8,0,1,1.2148844250752633,False
10953,1,2017-02-05,9,1.7932019447761307,9,0,1,1.4558500582839582,False
10954,1,2017-02-05,10,2.805257604252649,10,0,1,1.7932019447761307,False
10955,1,2017-02-05,11,3.0944163641030826,11,0,1,2.805257604252649,False
10956,1,2017-02-05,12,3.2871888706700387,12,0,1,3.0944163641030826,False
10957,1,2017-02-05,13,3.3353819973117775,13,0,1,3.2871888706700387,False
10958,1,2017-02-05,14,3.4317682505952556,14,0,1,3.3353819973117775,False
10959,1,2017-02-05,15,3.6245407571622117,15,0,1,3.4317682505952556,False
10960,1,2017-02-05,16,2.9498369841778658,16,0,1,3.6245407571622117,False
10961,1,2017-02-05,17,3.1908026173865607,17,0,1,2.9498369841778658,False
10962,1,2017-02-05,18,3.2389957440283,18,0,1,3.1908026173865607,False
10963,1,2017-02-05,19,3.8173132637291673,19,0,1,3.2389957440283,False
10964,1,2017-02-05,20,3.4799613772369944,20,0,1,3.8173132637291673,False
10965,1,2017-02-05,21,3.142609490744822,21,0,1,3.4799613772369944,False
10966,1,2017-02-05,22,3.046223237461344,22,0,1,3.142609490744822,False
10967,1,2017-02-05,23,2.75706447761091,23,0,1,3.046223237461344,False
10968,1,2017-02-06,0,2.7088713509691713,0,1,1,2.75706447761091,False
10969,1,2017-02-06,1,2.2269400845517815,1,1,1,2.7088713509691713,False
10970,1,2017-02-06,2,1.552236311567436,2,1,1,2.2269400845517815,False
10971,1,2017-02-06,3,1.2148844250752633,3,1,1,1.552236311567436,False
10972,1,2017-02-06,4,0.7329531586578737,4,1,1,1.2148844250752633,False
10973,1,2017-02-06,5,0.8293394119413516,5,1,1,0.7329531586578737,False
10974,1,2017-02-06,6,1.1184981717917855,6,1,1,0.8293394119413516,False
10975,1,2017-02-06,7,1.6004294382091748,7,1,1,1.1184981717917855,False
10976,1,2017-02-06,8,1.8895881980596088,8,1,1,1.6004294382091748,False
10977,1,2017-02-06,9,2.3715194644769984,9,1,1,1.8895881980596088,False
10978,1,2017-02-06,10,2.901643857536127,10,1,1,2.3715194644769984,False
10979,1,2017-02-06,11,3.4799613772369944,11,1,1,2.901643857536127,False
10980,1,2017-02-06,12,3.5763476305204724,12,1,1,3.4799613772369944,False
10981,1,2017-02-06,13,3.142609490744822,13,1,1,3.5763476305204724,False
10982,1,2017-02-06,14,3.7209270104456893,14,1,1,3.142609490744822,False
10983,1,2017-02-06,15,3.2389957440283,15,1,1,3.7209270104456893,False
10984,1,2017-02-06,16,3.1908026173865607,16,1,1,3.2389957440283,False
10985,1,2017-02-06,17,2.9498369841778658,17,1,1,3.1908026173865607,False
10986,1,2017-02-06,18,3.3353819973117775,18,1,1,2.9498369841778658,False
10987,1,2017-02-06,19,3.6245407571622117,19,1,1,3.3353819973117775,False
10988,1,2017-02-06,20,3.6245407571622117,20,1,1,3.6245407571622117,False
10989,1,2017-02-06,21,3.046223237461344,21,1,1,3.6245407571622117,False
10990,1,2017-02-06,22,2.853450730894388,22,1,1,3.046223237461344,False
10991,1,2017-02-06,23,2.805257604252649,23,1,1,2.853450730894388,False
10992,1,2017-02-13,0,1.3594638050004804,0,0,1,2.805257604252649,False
10993,1,2017-02-13,1,1.1666912984335245,1,0,1,1.3594638050004804,False
10994,1,2017-02-13,2,0.8775325385830905,2,0,1,1.1666912984335245,False
10995,1,2017-02-13,3,0.8293394119413516,3,0,1,0.8775325385830905,False
10996,1,2017-02-13,4,0.6847600320161348,4,0,1,0.8293394119413516,False
10997,1,2017-02-13,5,0.6847600320161348,5,0,1,0.6847600320161348,False
10998,1,2017-02-13,6,0.8293394119413516,6,0,1,0.6847600320161348,False
10999,1,2017-02-13,7,1.1666912984335245,7,0,1,0.8293394119413516,False
11000,1,2017-02-13,8,1.1184981717917855,8,0,1,1.1666912984335245,False
11001,1,2017-02-13,9,1.6486225648509139,9,0,1,1.1184981717917855,False
11002,1,2017-02-13,10,2.998030110819605,10,0,1,1.6486225648509139,False
11003,1,2017-02-13,11,3.5281545038787336,11,0,1,2.998030110819605,False
11004,1,2017-02-13,12,3.142609490744822,12,0,1,3.5281545038787336,False
11005,1,2017-02-13,13,2.75706447761091,13,0,1,3.142609490744822,False
11006,1,2017-02-13,14,5.7932314560404645,14,0,1,2.75706447761091,False
11007,1,2017-02-13,15,5.359493316264814,15,0,1,5.7932314560404645,False
11008,1,2017-02-13,16,5.359493316264814,16,0,1,5.359493316264814,False
11009,1,2017-02-13,17,5.407686442906553,17,0,1,5.359493316264814,False
11010,1,2017-02-13,18,5.696845202756987,18,0,1,5.407686442906553,False
11011,1,2017-02-13,19,6.419742102383071,19,0,1,5.696845202756987,False
11012,1,2017-02-13,20,4.202858276863079,20,0,1,6.419742102383071,False
11013,1,2017-02-13,21,3.5281545038787336,21,0,1,4.202858276863079,False
11014,1,2017-02-13,22,2.998030110819605,22,0,1,3.5281545038787336,False
11015,1,2017-02-13,23,2.564291971043954,23,0,1,2.998030110819605,False
11016,1,2017-02-14,0,2.1305538312683034,0,3,2,2.564291971043954,False
11017,1,2017-02-14,1,1.745008818134392,1,3,2,2.1305538312683034,False
11018,1,2017-02-14,2,1.4558500582839582,2,3,2,1.745008818134392,False
11019,1,2017-02-14,3,1.2148844250752633,3,3,2,1.4558500582839582,False
11020,1,2017-02-14,4,0.8775325385830905,4,3,2,1.2148844250752633,False
11021,1,2017-02-14,5,0.7811462852996127,5,3,2,0.8775325385830905,False
11022,1,2017-02-14,6,0.5883737787326568,6,3,2,0.7811462852996127,False
11023,1,2017-02-14,7,1.0221119185083074,7,3,2,0.5883737787326568,False
11024,1,2017-02-14,8,1.1184981717917855,8,3,2,1.0221119185083074,False
11025,1,2017-02-14,9,1.552236311567436,9,3,2,1.1184981717917855,False
11026,1,2017-02-14,10,2.3233263378352595,10,3,2,1.552236311567436,False
11027,1,2017-02-14,11,2.564291971043954,11,3,2,2.3233263378352595,False
11028,1,2017-02-14,12,2.564291971043954,12,3,2,2.564291971043954,False
11029,1,2017-02-14,13,2.1305538312683034,13,3,2,2.564291971043954,False
11030,1,2017-02-14,14,2.75706447761091,14,3,2,2.1305538312683034,False
11031,1,2017-02-14,15,2.7088713509691713,15,3,2,2.75706447761091,False
11032,1,2017-02-14,16,2.516098844402215,16,3,2,2.7088713509691713,False
11033,1,2017-02-14,17,2.6124850976856933,17,3,2,2.516098844402215,False
11034,1,2017-02-14,18,2.419712591118737,18,3,2,2.6124850976856933,False
11035,1,2017-02-14,19,2.75706447761091,19,3,2,2.419712591118737,False
11036,1,2017-02-14,20,2.7088713509691713,20,3,2,2.75706447761091,False
11037,1,2017-02-14,21,2.419712591118737,21,3,2,2.7088713509691713,False
11038,1,2017-02-14,22,2.564291971043954,22,3,2,2.419712591118737,False
11039,1,2017-02-14,23,2.0341675779848254,23,3,2,2.564291971043954,False
11040,1,2017-02-15,0,2.1787469579100427,0,3,3,2.0341675779848254,False
11041,1,2017-02-15,1,1.6004294382091748,1,3,3,2.1787469579100427,False
11042,1,2017-02-15,2,1.3112706783587413,2,3,3,1.6004294382091748,False
11043,1,2017-02-15,3,1.1666912984335245,3,3,3,1.3112706783587413,False
11044,1,2017-02-15,4,0.6847600320161348,4,3,3,1.1666912984335245,False
11045,1,2017-02-15,5,0.5883737787326568,5,3,3,0.6847600320161348,False
11046,1,2017-02-15,6,0.5401806520909178,6,3,3,0.5883737787326568,False
11047,1,2017-02-15,7,0.9257256652248296,7,3,3,0.5401806520909178,False
11048,1,2017-02-15,8,1.0703050451500464,8,3,3,0.9257256652248296,False
11049,1,2017-02-15,9,1.5040431849256972,9,3,3,1.0703050451500464,False
11050,1,2017-02-15,10,2.853450730894388,10,3,3,1.5040431849256972,False
11051,1,2017-02-15,11,2.998030110819605,11,3,3,2.853450730894388,False
11052,1,2017-02-15,12,3.046223237461344,12,3,3,2.998030110819605,False
11053,1,2017-02-15,13,2.516098844402215,13,3,3,3.046223237461344,False
11054,1,2017-02-15,14,2.853450730894388,14,3,3,2.516098844402215,False
11055,1,2017-02-15,15,2.998030110819605,15,3,3,2.853450730894388,False
11056,1,2017-02-15,16,2.6124850976856933,16,3,3,2.998030110819605,False
11057,1,2017-02-15,17,2.419712591118737,17,3,3,2.6124850976856933,False
11058,1,2017-02-15,18,2.7088713509691713,18,3,3,2.419712591118737,False
11059,1,2017-02-15,19,2.853450730894388,19,3,3,2.7088713509691713,False
11060,1,2017-02-15,20,2.901643857536127,20,3,3,2.853450730894388,False
11061,1,2017-02-15,21,2.901643857536127,21,3,3,2.901643857536127,False
11062,1,2017-02-15,22,2.853450730894388,22,3,3,2.901643857536127,False
11063,1,2017-02-15,23,2.419712591118737,23,3,3,2.853450730894388,False
11064,1,2017-02-16,0,2.2269400845517815,0,6,4,2.419712591118737,True
11065,1,2017-02-16,1,1.552236311567436,1,6,4,2.2269400845517815,True
11066,1,2017-02-16,2,1.4558500582839582,2,6,4,1.552236311567436,True
11067,1,2017-02-16,3,1.1666912984335245,3,6,4,1.4558500582839582,True
11068,1,2017-02-16,4,0.7329531586578737,4,6,4,1.1666912984335245,True
11069,1,2017-02-16,5,0.7811462852996127,5,6,4,0.7329531586578737,True
11070,1,2017-02-16,6,0.9257256652248296,6,6,4,0.7811462852996127,True
11071,1,2017-02-16,7,1.1184981717917855,7,6,4,0.9257256652248296,True
11072,1,2017-02-16,8,1.2148844250752633,8,6,4,1.1184981717917855,True
11073,1,2017-02-16,9,1.6486225648509139,9,6,4,1.2148844250752633,True
11074,1,2017-02-16,10,2.1305538312683034,10,6,4,1.6486225648509139,True
11075,1,2017-02-16,11,2.805257604252649,11,6,4,2.1305538312683034,True
11076,1,2017-02-16,12,2.564291971043954,12,6,4,2.805257604252649,True
11077,1,2017-02-16,13,2.2751332111935203,13,6,4,2.564291971043954,True
11078,1,2017-02-16,14,2.7088713509691713,14,6,4,2.2751332111935203,True
11079,1,2017-02-16,15,2.75706447761091,15,6,4,2.7088713509691713,True
11080,1,2017-02-16,16,2.4679057177604764,16,6,4,2.75706447761091,True
11081,1,2017-02-16,17,2.2269400845517815,17,6,4,2.4679057177604764,True
11082,1,2017-02-16,18,2.1787469579100427,18,6,4,2.2269400845517815,True
11083,1,2017-02-16,19,2.805257604252649,19,6,4,2.1787469579100427,True
11084,1,2017-02-16,20,2.9498369841778658,20,6,4,2.805257604252649,True
11085,1,2017-02-16,21,3.046223237461344,21,6,4,2.9498369841778658,True
11086,1,2017-02-16,22,2.7088713509691713,22,6,4,3.046223237461344,True
11087,1,2017-02-16,23,2.419712591118737,23,6,4,2.7088713509691713,True
11088,1,2017-02-17,0,2.1305538312683034,0,1,5,2.419712591118737,False
11089,1,2017-02-17,1,1.6004294382091748,1,1,5,2.1305538312683034,False
11090,1,2017-02-17,2,1.3594638050004804,2,1,5,1.6004294382091748,False
11091,1,2017-02-17,3,1.1666912984335245,3,1,5,1.3594638050004804,False
11092,1,2017-02-17,4,0.8775325385830905,4,1,5,1.1666912984335245,False
11093,1,2017-02-17,5,0.4437943988074399,5,1,5,0.8775325385830905,False
11094,1,2017-02-17,6,0.6847600320161348,6,1,5,0.4437943988074399,False
11095,1,2017-02-17,7,1.1184981717917855,7,1,5,0.6847600320161348,False
11096,1,2017-02-17,8,0.9257256652248296,8,1,5,1.1184981717917855,False
11097,1,2017-02-17,9,1.3112706783587413,9,1,5,0.9257256652248296,False
11098,1,2017-02-17,10,1.8895881980596088,10,1,5,1.3112706783587413,False
11099,1,2017-02-17,11,2.3715194644769984,11,1,5,1.8895881980596088,False
11100,1,2017-02-17,12,2.75706447761091,12,1,5,2.3715194644769984,False
11101,1,2017-02-17,13,2.3233263378352595,13,1,5,2.75706447761091,False
11102,1,2017-02-17,14,2.3715194644769984,14,1,5,2.3233263378352595,False
11103,1,2017-02-17,15,2.3233263378352595,15,1,5,2.3715194644769984,False
11104,1,2017-02-17,16,2.1305538312683034,16,1,5,2.3233263378352595,False
11105,1,2017-02-17,17,2.1305538312683034,17,1,5,2.1305538312683034,False
11106,1,2017-02-17,18,2.564291971043954,18,1,5,2.1305538312683034,False
11107,1,2017-02-17,19,2.7088713509691713,19,1,5,2.564291971043954,False
11108,1,2017-02-17,20,2.853450730894388,20,1,5,2.7088713509691713,False
11109,1,2017-02-17,21,2.7088713509691713,21,1,5,2.853450730894388,False
11110,1,2017-02-17,22,2.1305538312683034,22,1,5,2.7088713509691713,False
11111,1,2017-02-17,23,2.1305538312683034,23,1,5,2.1305538312683034,False
11112,1,2017-02-18,0,1.7932019447761307,0,4,6,2.1305538312683034,False
11113,1,2017-02-18,1,1.5040431849256972,1,4,6,1.7932019447761307,False
11114,1,2017-02-18,2,1.1666912984335245,2,4,6,1.5040431849256972,False
11115,1,2017-02-18,3,0.9257256652248296,3,4,6,1.1666912984335245,False
11116,1,2017-02-18,4,0.5883737787326568,4,4,6,0.9257256652248296,False
11117,1,2017-02-18,5,0.4919875254491789,5,4,6,0.5883737787326568,False
11118,1,2017-02-18,6,0.4919875254491789,6,4,6,0.4919875254491789,False
11119,1,2017-02-18,7,0.4919875254491789,7,4,6,0.4919875254491789,False
11120,1,2017-02-18,8,0.9257256652248296,8,4,6,0.4919875254491789,False
11121,1,2017-02-18,9,0.8775325385830905,9,4,6,0.9257256652248296,False
11122,1,2017-02-18,10,2.2269400845517815,10,4,6,0.8775325385830905,False
11123,1,2017-02-18,11,1.9859744513430866,11,4,6,2.2269400845517815,False
11124,1,2017-02-18,12,1.6486225648509139,12,4,6,1.9859744513430866,False
11125,1,2017-02-18,13,1.552236311567436,13,4,6,1.6486225648509139,False
11126,1,2017-02-18,14,1.4558500582839582,14,4,6,1.552236311567436,False
11127,1,2017-02-18,15,1.4558500582839582,15,4,6,1.4558500582839582,False
11128,1,2017-02-18,16,1.2630775517170023,16,4,6,1.4558500582839582,False
11129,1,2017-02-18,17,1.5040431849256972,17,4,6,1.2630775517170023,False
11130,1,2017-02-18,18,1.552236311567436,18,4,6,1.5040431849256972,False
11131,1,2017-02-18,19,1.745008818134392,19,4,6,1.552236311567436,False
11132,1,2017-02-18,20,1.9377813247013476,20,4,6,1.745008818134392,False
11133,1,2017-02-18,21,1.745008818134392,21,4,6,1.9377813247013476,False
11134,1,2017-02-18,22,1.6486225648509139,22,4,6,1.745008818134392,False
11135,1,2017-02-18,23,1.745008818134392,23,4,6,1.6486225648509139,False
11136,1,2017-02-19,0,1.552236311567436,0,6,7,1.745008818134392,True
11137,1,2017-02-19,1,1.0221119185083074,1,6,7,1.552236311567436,True
11138,1,2017-02-19,2,0.6365669053743958,2,6,7,1.0221119185083074,True
11139,1,2017-02-19,3,0.6847600320161348,3,6,7,0.6365669053743958,True
11140,1,2017-02-19,4,0.39560127216570096,4,6,7,0.6847600320161348,True
11141,1,2017-02-19,5,0.299215018882223,5,6,7,0.39560127216570096,True
11142,1,2017-02-19,6,0.39560127216570096,6,6,7,0.299215018882223,True
11143,1,2017-02-19,7,0.39560127216570096,7,6,7,0.39560127216570096,True
11144,1,2017-02-19,8,0.5883737787326568,8,6,7,0.39560127216570096,True
11145,1,2017-02-19,9,1.0703050451500464,9,6,7,0.5883737787326568,True
11146,1,2017-02-19,10,1.4076569316422192,10,6,7,1.0703050451500464,True
11147,1,2017-02-19,11,1.1184981717917855,11,6,7,1.4076569316422192,True
11148,1,2017-02-19,12,1.2630775517170023,12,6,7,1.1184981717917855,True
11149,1,2017-02-19,13,1.2630775517170023,13,6,7,1.2630775517170023,True
11150,1,2017-02-19,14,1.0221119185083074,14,6,7,1.2630775517170023,True
11151,1,2017-02-19,15,1.0703050451500464,15,6,7,1.0221119185083074,True
11152,1,2017-02-19,16,1.1184981717917855,16,6,7,1.0703050451500464,True
11153,1,2017-02-19,17,1.3112706783587413,17,6,7,1.1184981717917855,True
11154,1,2017-02-19,18,1.4076569316422192,18,6,7,1.3112706783587413,True
11155,1,2017-02-19,19,1.8413950714178697,19,6,7,1.4076569316422192,True
11156,1,2017-02-19,20,1.6486225648509139,20,6,7,1.8413950714178697,True
11157,1,2017-02-19,21,1.8413950714178697,21,6,7,1.6486225648509139,True
11158,1,2017-02-19,22,1.8895881980596088,22,6,7,1.8413950714178697,True
11159,1,2017-02-19,23,1.745008818134392,23,6,7,1.8895881980596088,True
11160,1,2017-02-20,0,1.3112706783587413,0,2,8,1.745008818134392,False
11161,1,2017-02-20,1,0.9257256652248296,1,2,8,1.3112706783587413,False
11162,1,2017-02-20,2,1.1184981717917855,2,2,8,0.9257256652248296,False
11163,1,2017-02-20,3,0.7811462852996127,3,2,8,1.1184981717917855,False
11164,1,2017-02-20,4,0.5883737787326568,4,2,8,0.7811462852996127,False
11165,1,2017-02-20,5,0.6365669053743958,5,2,8,0.5883737787326568,False
11166,1,2017-02-20,6,0.8775325385830905,6,2,8,0.6365669053743958,False
11167,1,2017-02-20,7,1.1666912984335245,7,2,8,0.8775325385830905,False
11168,1,2017-02-20,8,1.1184981717917855,8,2,8,1.1666912984335245,False
11169,1,2017-02-20,9,1.8413950714178697,9,2,8,1.1184981717917855,False
11170,1,2017-02-20,10,2.3715194644769984,10,2,8,1.8413950714178697,False
11171,1,2017-02-20,11,2.9498369841778658,11,2,8,2.3715194644769984,False
11172,1,2017-02-20,12,3.8173132637291673,12,2,8,2.9498369841778658,False
11173,1,2017-02-20,13,3.142609490744822,13,2,8,3.8173132637291673,False
11174,1,2017-02-20,14,3.6727338838039505,14,2,8,3.142609490744822,False
11175,1,2017-02-20,15,3.865506390370906,15,2,8,3.6727338838039505,False
11176,1,2017-02-20,16,3.1908026173865607,16,2,8,3.865506390370906,False
11177,1,2017-02-20,17,3.046223237461344,17,2,8,3.1908026173865607,False
11178,1,2017-02-20,18,3.2389957440283,18,2,8,3.046223237461344,False
11179,1,2017-02-20,19,3.6245407571622117,19,2,8,3.2389957440283,False
11180,1,2017-02-20,20,3.4799613772369944,20,2,8,3.6245407571622117,False
11181,1,2017-02-20,21,3.4317682505952556,21,2,8,3.4799613772369944,False
11182,1,2017-02-20,22,3.2389957440283,22,2,8,3.4317682505952556,False
11183,1,2017-02-20,23,2.805257604252649,23,2,8,3.2389957440283,False
11184,1,2017-02-21,0,2.1305538312683034,0,5,9,2.805257604252649,False
11185,1,2017-02-21,1,1.7932019447761307,1,5,9,2.1305538312683034,False
11186,1,2017-02-21,2,1.4076569316422192,2,5,9,1.7932019447761307,False
11187,1,2017-02-21,3,1.4076569316422192,3,5,9,1.4076569316422192,False
11188,1,2017-02-21,4,1.0703050451500464,4,5,9,1.4076569316422192,False
11189,1,2017-02-21,5,0.9257256652248296,5,5,9,1.0703050451500464,False
11190,1,2017-02-21,6,0.9739187918665685,6,5,9,0.9257256652248296,False
11191,1,2017-02-21,7,1.2148844250752633,7,5,9,0.9739187918665685,False
11192,1,2017-02-21,8,1.5040431849256972,8,5,9,1.2148844250752633,False
11193,1,2017-02-21,9,1.9859744513430866,9,5,9,1.5040431849256972,False
11194,1,2017-02-21,10,2.660678224327432,10,5,9,1.9859744513430866,False
11195,1,2017-02-21,11,3.383575123953517,11,5,9,2.660678224327432,False
11196,1,2017-02-21,12,3.3353819973117775,12,5,9,3.383575123953517,False
11197,1,2017-02-21,13,2.564291971043954,13,5,9,3.3353819973117775,False
11198,1,2017-02-21,14,3.2871888706700387,14,5,9,2.564291971043954,False
11199,1,2017-02-21,15,3.2389957440283,15,5,9,3.2871888706700387,False
11200,1,2017-02-21,16,3.0944163641030826,16,5,9,3.2389957440283,False
11201,1,2017-02-21,17,2.901643857536127,17,5,9,3.0944163641030826,False
11202,1,2017-02-21,18,2.805257604252649,18,5,9,2.901643857536127,False
11203,1,2017-02-21,19,3.1908026173865607,19,5,9,2.805257604252649,False
11204,1,2017-02-21,20,3.2389957440283,20,5,9,3.1908026173865607,False
11205,1,2017-02-21,21,3.2389957440283,21,5,9,3.2389957440283,False
11206,1,2017-02-21,22,2.998030110819605,22,5,9,3.2389957440283,False
11207,1,2017-02-21,23,2.805257604252649,23,5,9,2.998030110819605,False
11208,1,2017-02-22,0,2.516098844402215,0,0,10,2.805257604252649,False
11209,1,2017-02-22,1,1.8895881980596088,1,0,10,2.516098844402215,False
11210,1,2017-02-22,2,1.6004294382091748,2,0,10,1.8895881980596088,False
11211,1,2017-02-22,3,1.552236311567436,3,0,10,1.6004294382091748,False
11212,1,2017-02-22,4,0.9257256652248296,4,0,10,1.552236311567436,False
11213,1,2017-02-22,5,0.7329531586578737,5,0,10,0.9257256652248296,False
11214,1,2017-02-22,6,0.9739187918665685,6,0,10,0.7329531586578737,False
11215,1,2017-02-22,7,1.1666912984335245,7,0,10,0.9739187918665685,False
11216,1,2017-02-22,8,1.3112706783587413,8,0,10,1.1666912984335245,False
11217,1,2017-02-22,9,1.8413950714178697,9,0,10,1.3112706783587413,False
11218,1,2017-02-22,10,2.3233263378352595,10,0,10,1.8413950714178697,False
11219,1,2017-02-22,11,2.75706447761091,11,0,10,2.3233263378352595,False
11220,1,2017-02-22,12,2.998030110819605,12,0,10,2.75706447761091,False
11221,1,2017-02-22,13,2.3715194644769984,13,0,10,2.998030110819605,False
11222,1,2017-02-22,14,3.046223237461344,14,0,10,2.3715194644769984,False
11223,1,2017-02-22,15,2.998030110819605,15,0,10,3.046223237461344,False
11224,1,2017-02-22,16,2.6124850976856933,16,0,10,2.998030110819605,False
11225,1,2017-02-22,17,2.3715194644769984,17,0,10,2.6124850976856933,False
11226,1,2017-02-22,18,2.660678224327432,18,0,10,2.3715194644769984,False
11227,1,2017-02-22,19,3.2871888706700387,19,0,10,2.660678224327432,False
11228,1,2017-02-22,20,3.142609490744822,20,0,10,3.2871888706700387,False
11229,1,2017-02-22,21,3.0944163641030826,21,0,10,3.142609490744822,False
11230,1,2017-02-22,22,2.9498369841778658,22,0,10,3.0944163641030826,False
11231,1,2017-02-22,23,2.6124850976856933,23,0,10,2.9498369841778658,False
11232,1,2017-02-23,0,2.3715194644769984,0,3,11,2.6124850976856933,False
11233,1,2017-02-23,1,1.6486225648509139,1,3,11,2.3715194644769984,False
11234,1,2017-02-23,2,1.3594638050004804,2,3,11,1.6486225648509139,False
11235,1,2017-02-23,3,1.552236311567436,3,3,11,1.3594638050004804,False
11236,1,2017-02-23,4,1.1666912984335245,4,3,11,1.552236311567436,False
11237,1,2017-02-23,5,0.8775325385830905,5,3,11,1.1666912984335245,False
11238,1,2017-02-23,6,1.1184981717917855,6,3,11,0.8775325385830905,False
